station,postcode,latitude,longitude,tlc,nlc,stanox,tiploc
Dalgety Bay,KY11 9HZ,56.0420983541516,-3.36772120470528,DAG,9135.0,03298,DALGETY
Dalmally,PA33 1AY,56.4011953995722,-4.98355341151622,DAL,8711.0,06053,DLMALLY
Dalmarnock,G40 4HG,55.8420903351636,-4.2177095618254,DAK,9790.0,07272,DLMRNOK
Dalmeny,EH30 9JU,55.9863224095627,-3.38162023146767,DAM,9415.0,04201,DLMY
Dalmuir,G81 3QT,55.9119346513924,-4.42668195442919,DMR,9992.0,06211,DALMUIR
Dalreoch,G82 4AD,55.9474206110829,-4.57786407515961,DLR,9864.0,06134,DLREOCH
Dalry,KA24 4DE,55.7062259599313,-4.71108082709015,DLY,9483.0,08101,DALRY
Dalston (Cumbria),CA5 7LT,54.8461793005894,-2.98885243258072,DLS,2077.0,09213,DALSTON
Dalston Junction,E8 3DE,51.5461140533343,-0.075137571913028,DLJ,1443.0,52074,DALS
Dalston Kingsland,E8 2JS,51.548146614991,-0.0757008270787684,DLK,1429.0,52046,DALSKLD
Dalton (Cumbria),LA15 8QA,54.1542402484565,-3.17900332996882,DLT,1957.0,11271,DALTON
Dalwhinnie,PH19 1AD,56.9351747606959,-4.24619941232607,DLW,8628.0,01154,DALWHIN
Danby,YO21 2JL,54.4661531404483,-0.910955849347219,DNY,7915.0,15515,DANBY
Danescourt,CF5 2RX,51.5005094348701,-3.2339173943314,DCT,3797.0,78505,DANESCT
Danzey,B94 5BE,52.3248139247282,-1.82087736085094,DZY,4519.0,66457,DANZEY
Darlington,DL1 4AA,54.5204487638895,-1.5473239913848,DAR,7877.0,15866,DLTN
Darnall,S9 4JU,53.3845848539264,-1.4125672166063,DAN,6729.0,25804,DARNALL
Darsham,IP17 3PN,52.2729949292624,1.52346982245693,DSM,7211.0,49109,DARSHAM
Dartford,DA1 1BP,51.4473686091583,0.219247795125754,DFD,5101.0,88466,DARTFD
Darton,S75 5HX,53.5883685698073,-1.53165757467506,DRT,8420.0,18402,DRTN
Darwen,BB3 0DE,53.6980382551398,-2.46494001713562,DWN,2576.0,29173,DARWEN
Datchet,SL3 9ED,51.4830761133821,-0.579421910690656,DAT,5668.0,87110,DATCHET
Davenport,SK3 8SA,53.3909022414929,-2.15295802817964,DVN,2770.0,32538,DAVNPRT
Dawlish,EX7 9PJ,50.5808243984253,-3.46462586729764,DWL,3408.0,83605,DAWLISH
Dawlish Warren,EX7 0NF,50.5987145190544,-3.44356213176095,DWW,3409.0,83603,DAWLSHW
Deal,CT14 6HD,51.2230404404227,1.39884675211659,DEA,5011.0,89465,DEAL
Dean (Wilts),SP5 1JF,51.0424618999667,-1.63486720856804,DEN,5942.0,86112,DEAN
Deansgate,M3 4LG,53.4741857640751,-2.25105124318295,DGT,2963.0,33088,MNCRDGT
Deganwy,LL31 9EJ,53.2947519812566,-3.83338710286836,DGY,2480.0,40047,DEGANWY
Deighton,HD2 1LX,53.6684837829464,-1.75189659292689,DHN,8441.0,18472,DEIGHTN
Delamere,CW8 2HZ,53.2287779256449,-2.66656070710605,DLM,2306.0,37067,DELAMER
Denby Dale,HD8 8RX,53.5726320929315,-1.66321052492305,DBD,8432.0,18498,DNDL
Denham,UB9 5ES,51.578836362709,-0.497436854492594,DNM,3052.0,73450,DENHAM
Denham Golf Club,UB9 5EJ,51.580596815156,-0.51778668246761,DGC,3060.0,73451,DENHMGC
Denmark Hill,SE5 8BB,51.4682011118168,-0.0893608845630425,DMK,5421.0,87606,DENMRKH
Dent,LA10 5RF,54.2824108456213,-2.36359889232972,DNT,2103.0,09443,DENT
Denton,M34 3NS,53.4568674739172,-2.13165979003999,DTN,2855.0,32520,DNTON
Deptford,SE8 3NU,51.4788463642079,-0.026270214115525,DEP,5145.0,88431,DEPTFD
Derby,DE1 2RU,52.9165485818253,-1.46335478012848,DBY,1823.0,57403,DRBY
Derby Road (Ipswich),IP3 8DN,52.050551175491,1.18264326424955,DBR,7212.0,49145,DERBYRD
Devonport,PL1 4QN,50.3785384996853,-4.17071080992923,DPT,3579.0,84199,DEVNPRT
Dewsbury,WF13 1HF,53.6921323675954,-1.63310655566078,DEW,8326.0,18438,DWBY
Didcot Parkway,OX11 7NR,51.6109546860743,-1.24289356096081,DID,3030.0,74313,DIDCOTP
Digby and Sowton,EX2 7AW,50.713993328666,-3.47356109719659,DIG,5753.0,83449,DIGBY
Dilton Marsh,BA13 4DF,51.2489890910928,-2.20791557793657,DMH,5502.0,82105,DILTONM
Dinas (Rhondda),CF40 2PJ,51.6178378851192,-3.43754173872447,DMG,3901.0,78014,DINASR
Dinas Powys,CF64 4DH,51.4316678020878,-3.21835212130232,DNS,3830.0,78717,DINASP
Dingle Road,CF64 1JL,51.4400570944876,-3.18059109298652,DGL,3861.0,78710,DGLROAD
Dingwall,IV15 9PZ,57.59424066943,-4.42219986587001,DIN,8632.0,01091,DINGWAL
Dinsdale,DL2 1AA,54.5147295901116,-1.46706513570219,DND,7897.0,15714,DINSDAL
Dinting,SK13 9EB,53.4493321635491,-1.97029878612479,DTG,2893.0,32243,DNTG
Disley,SK12 2AE,53.3581843467523,-2.04248177088045,DSL,2765.0,32543,DISLEY
Diss,IP22 4HN,52.3736543722193,1.12369734579394,DIS,7348.0,49002,DISS
Dockyard (Devonport),PL2 1RX,50.3821742019037,-4.1758986568326,DOC,3588.0,84200,DOCKYDP
Dodworth,S75 3JX,53.5443255754093,-1.53169088048623,DOD,6781.0,25386,DODWRTH
Dolau,LD1 5TG,52.29535399865,-3.26362091602153,DOL,4188.0,79093,DOLAU
Doleham,TN35 4LY,50.9185854757412,0.609974730800684,DLH,5036.0,88296,DOLEHAM
Dolgarrog,LL26 0YR,53.1863525124092,-3.82263691779208,DLG,2538.0,40058,DOLGARG
Dolwyddelan,LL25 0TJ,53.0520169904365,-3.88513298649778,DWD,2452.0,40063,DLWYDLN
Doncaster,DN1 1PE,53.5221497040669,-1.13984532561563,DON,6417.0,23421,DONC
Dorchester South,DT1 1QX,50.7092941817416,-2.43724302167314,DCH,5961.0,86976,DRCHS
Dorchester West,DT1 2LB,50.7109558301461,-2.44254130185048,DCW,5962.0,86977,DRCHW
Dore and Totley,S17 3LB,53.3276351284421,-1.51529775653157,DOR,6690.0,25704,DORE
Dorking,RH4 1TF,51.2409286574082,-0.324250782074152,DKG,5357.0,87687,DORKING
Dorking (Deepdene),RH4 7TY,51.2388030074627,-0.324643185528021,DPD,5412.0,87086,DEPDENE
Dorking West,RH4 5EE,51.2362248191187,-0.339978560509645,DKT,5297.0,87084,DRKGW
Dormans,RH7 6NL,51.1557900843982,-0.0043082656970068,DMS,5413.0,87757,DORMANS
Dorridge,B93 8JA,52.3720695979365,-1.7529004491151,DDG,4525.0,66433,DORIDGE
Dove Holes,SK17 8DJ,53.3000293384446,-1.88975176117671,DVH,2766.0,32548,DVHL
Dover Priory,CT17 9SB,51.1256965964877,1.30529347028767,DVP,5033.0,89611,DOVERP
Dovercourt,CO12 3AG,51.9387345600673,1.28061089295205,DVC,6901.0,49415,DOVRCRT
Dovey Junction,SY20 8PZ,52.5643635350253,-3.92390297461625,DVY,4436.0,64401,DOVYJN
Downham Market,PE38 9EN,52.6041065863828,0.365681057551921,DOW,7055.0,46255,DOWNHAM
Drayton Green,W13 4SW,51.516615460614,-0.33019425245541,DRG,3099.0,73271,DRAYGRN
Drayton Park,N5 1NT,51.5527683445258,-0.105509008966857,DYP,6000.0,54291,DRYP
Drem,EH39 5LW,56.0051254677484,-2.78604825861367,DRM,9317.0,04821,DREMJ
Driffield,YO25 7PX,54.0015272627459,-0.434665009990613,DRF,8057.0,19016,DRIFILD
Drigg,CA19 1XW,54.3769633209494,-3.44341362306065,DRI,1994.0,10205,DRIGG
Droitwich Spa,WR9 9BD,52.2682048110456,-2.15836341611519,DTW,4878.0,67012,DRTWCHS
Dronfield,S18 8UH,53.301369608262,-1.46877868224617,DRO,6616.0,25711,DRONFLD
Drumchapel,G13 4PT,55.9048173082117,-4.36287986166729,DMC,9994.0,06219,DRMCHPL
Drumfrochar,PA15 4BY,55.941253590074,-4.7747672712099,DFR,9967.0,07009,DRMFCHR
Drumgelloch,ML6 7BL,55.8673580650901,-3.94888294626481,DRU,9757.0,07323,DRMGLCH
Drumry,G31 2LY,55.9045972303031,-4.38547328830428,DMY,9993.0,06217,DRUMRY
Duddeston,B7 4ST,52.4883642047734,-1.87139067866748,DUD,1040.0,65642,DUDESTN
Dudley Port,DY4 8UB,52.5246530129006,-2.04947980373852,DDP,1212.0,65811,DUDLPT
Duffield,DE56 4EP,52.9884014400862,-1.48597186949023,DFI,1691.0,57114,DUFIELD
Duirinish,IV40 8BD,57.319983293958,-5.69131781581449,DRN,8681.0,01072,DUIRNSH
Duke Street,G31 1LL,55.8584414373244,-4.2130485563449,DST,9906.0,06527,DUKEST
Dullingham,CB8 8UP,52.2016485756332,0.366663821056869,DUL,7027.0,47006,DULNGHM
Dumbarton Central,G82 1PZ,55.9466604798905,-4.566921701259,DBC,9866.0,06136,DMBRTNC
Dumbarton East,G82 2EP,55.9422524714118,-4.55413782204535,DBE,9868.0,06137,DMBRTNE
Dumbreck,G41 4HE,55.8446540909046,-4.30124003607443,DUM,9622.0,07127,DUMBRCK
Dumfries,DG1 1NF,55.072560279693,-3.60430398071058,DMF,9490.0,09022,DUMFRES
Dumpton Park,CT11 7EW,51.3456955683759,1.42581850787212,DMP,5034.0,89470,DUMPTNP
Dunbar,EH42 1JX,55.9982961094783,-2.51334649990357,DUN,9397.0,04827,DUNBAR
Dunblane,FK15 9ET,56.1858943626205,-3.96548684337943,DBL,8713.0,03161,DUNANE
Duncraig,IV52 8TZ,57.3370088020812,-5.63713233286221,DCG,8682.0,01074,DUNCRAG
Dundee,DD1 4BY,56.4564890772048,-2.97120503713119,DEE,9039.0,03054,DUNDETB
Dunfermline City,KY12 7HT,56.068193893139,-3.45252931740364,DFE,9186.0,03321,DNFRMLE
Dunfermline Queen Margaret,KY12 0GB,56.0805782860466,-3.42146840922136,DFL,9187.0,03319,DNFRMQM
Dunkeld and Birnam,PH8 0DP,56.5570605801315,-3.57839962708896,DKD,8763.0,03106,DUNKELD
Dunlop,KA3 4BZ,55.7118854515322,-4.53238991249355,DNL,9492.0,08701,DNLP
Dunrobin Castle,KW10 6SF,57.9855381206844,-3.94892170714185,DNO,8642.0,01023,DNROBIN
Dunston,NE11 9SS,54.9500563207881,-1.64204458851339,DOT,7744.0,13523,DNSN
Dunton Green,TN13 2XD,51.2964882631909,0.170937116397448,DNG,5102.0,89342,DTNG
Durham,DH1 4RB,54.7793912284615,-1.58175210120156,DHM,7745.0,13702,DRHM
Durrington-On-Sea,BN12 6BT,50.8175268119417,-0.411468707281776,DUR,5282.0,87996,DRNGTOS
Dyce,AB21 7EQ,57.2056516865783,-2.19232258891137,DYC,8905.0,02042,DYCE
Dyffryn Ardudwy,LL42 2EU,52.7888563835265,-4.10464455585967,DYF,4455.0,64417,DYFRYNA
Eaglescliffe,TS16 0BT,54.5294320938467,-1.34943715428009,EAG,7916.0,15701,EGLSCLF
Ealing Broadway,W5 2NU,51.5148402459065,-0.301751768794788,EAL,3190.0,73253,EALINGB
Earlestown,WA12 9AU,53.4511393445328,-2.63766364961555,ERL,2292.0,35325,ERLSTWN
Earley,RG6 7DY,51.4410997593376,-0.917988243278776,EAR,5694.0,87002,ERLY
Earlsfield,SW18 4SR,51.4423355716453,-0.187714934858848,EAD,5584.0,87250,ERLFLD
Earlswood (Surrey),RH1 6HP,51.2273270225923,-0.170823068766138,ELD,5414.0,87903,EARLSWD
Earlswood (West Midlands),B94 5JS,52.3665825052423,-1.8611697000963,EWD,4520.0,66447,ELWD
East Croydon,CR0 1LF,51.375452247008,-0.0927797007945513,ECR,5355.0,87701,ECROYDN
East Didsbury,M20 5WP,53.4093102676041,-2.22199660364924,EDY,2949.0,32524,EDIDBRY
East Dulwich,SE22 8EF,51.4614929058056,-0.0805717011574361,EDW,5358.0,87610,EDULWCH
East Farleigh,ME15 0JH,51.2552351625774,0.48472893141574,EFL,5234.0,89322,EFARLGH
East Garforth,LS25 2JW,53.791978068865,-1.37053696173991,EGF,8472.0,16603,EGRFRTH
East Grinstead,RH19 1EB,51.1262718897162,-0.0179000957224751,EGR,5486.0,87759,EGRNSTD
East Kilbride,G74 1AR,55.7660084213155,-4.18022795719083,EKL,9793.0,07231,EKILBRD
East Linton,EH40 3EL,55.9856,-2.6579,ELT,365.0,04853,ELINTN
East Malling,ME19 6AJ,51.2858073765709,0.439280267235468,EML,5134.0,89411,EMALING
East Midlands Parkway,NG11 0EE,52.8625009507858,-1.26323198480542,EMD,1901.0,56650,EMPKWAY
East Tilbury,RM18 8SB,51.4848289691417,0.412927781783206,ETL,7471.0,51130,ETILBRY
East Worthing,BN14 8JX,50.8216440311297,-0.354893751833792,EWR,5283.0,87993,EWRTHNG
Eastbourne,BN21 3QJ,50.769375796356,0.281246925814933,EBN,5448.0,88254,EBOURNE
Eastbrook,CF64 4LD,51.4376389302109,-3.20613799233607,EBK,3795.0,78713,EASTBRK
Easterhouse,G69 6BL,55.8597611434519,-4.10717729312099,EST,9894.0,06712,ESHS
Eastham Rake,CH62 9AL,53.307541541813,-2.98113292052366,ERA,2128.0,38220,ESTHRAK
Eastleigh,SO50 9FL,50.9692506626551,-1.35008459359062,ESL,5899.0,86087,ELGH
Eastrington,DN14 7PX,53.7551607566439,-0.787630411364113,EGN,8114.0,19218,ESTRNGT
Ebbsfleet International,DA10 1EB,51.4429709652907,0.32092083234529,EBD,5566.0,89530,EBSFDOM
Ebbw Vale Parkway,NP23 8AP,51.7571470124788,-3.19610327359543,EBV,9915.0,76646,EBWVPWY
Ebbw Vale Town,NP23 6DN,51.7766914366017,-3.20257748551815,EBB,3628.0,76647,EBWVTN
Eccles (Manchester),M30 0DN,53.4853606544673,-2.33451459617625,ECC,2950.0,31739,ECCLES
Eccles Road,NR16 2JG,52.470880756208,0.9699171605498,ECS,7370.0,48511,ECLR
Eccleston Park,L35 7JS,53.4307889509427,-2.78004194630839,ECL,2227.0,36615,ECPK
Edale,S33 7ZN,53.3649724276593,-1.81662641323107,EDL,2824.0,34005,EDALE
Eden Park,BR3 3DE,51.3900893651293,-0.0263551602667185,EDN,5056.0,88325,EDPK
Edenbridge (Kent),TN8 6HR,51.2084338014699,0.0606462610283875,EBR,5473.0,87736,EDNB
Edenbridge Town,TN8 5LP,51.2000809020151,0.0671730164326339,EBT,5359.0,87760,EDNT
Edge Hill,L7 1AD,53.4026192646978,-2.94648344109004,EDG,2169.0,36170,EDGH
Edinburgh,EH1 1BB,55.9523963079519,-3.18822824323027,EDB,9328.0,04303,EDINBUR
Edinburgh Gateway,EH12 9GF,55.9409436079933,-3.32025199802754,EGY,6545.0,04304,EDINGWY
Edinburgh Park,EH11 4DF,55.9275544602882,-3.30766474611863,EDP,9395.0,04039,EDINPRK
Edmonton Green,N9 7AA,51.6249271577681,-0.061112495341183,EDR,6941.0,51949,EDMNGRN
Effingham Junction,KT24 5HX,51.2914943131304,-0.419965418267021,EFF,5642.0,87071,EFNGHMJ
Eggesford,EX18 7JZ,50.8877413451847,-3.8747459315936,EGG,5822.0,83232,EGGESFD
Egham,TW20 9LB,51.4296459643391,-0.546512233572854,EGH,5669.0,87107,EGHAM
Egton,YO21 1UX,54.4374810712663,-0.761464966771902,EGT,7918.0,15519,EGTON
Elephant and Castle,SE17 1LB,51.4940272342536,-0.098725576447673,EPH,5246.0,87246,ELPHNAC
Elgin,IV30 1QP,57.6429130327793,-3.3112465068439,ELG,8977.0,02007,ELGIN
Ellesmere Port,CH65 4AR,53.2821939982944,-2.89642303912049,ELP,2121.0,38317,ELSMPRT
Elmers End,BR3 4EJ,51.3984907228231,-0.0495703490218307,ELE,5049.0,88321,ELMERSE
Elmstead Woods,BR7 5EB,51.4171158227735,0.0442740591944571,ESD,5135.0,88468,ELMW
Elmswell,IP30 9HA,52.2380370806758,0.912589403049404,ESW,7349.0,46404,ELMSWEL
Elsecar,S74 8BD,53.4986597288227,-1.42742391502071,ELR,6667.0,25308,ELSC
Elsenham (Essex),CM22 6HA,51.9205434621908,0.228070270071964,ESM,6832.0,47335,ELSENHM
Elstree and Borehamwood,WD6 3LS,51.653068116385,-0.280081540392811,ELS,1542.0,63212,ELTR
Eltham,SE9 6SL,51.4556417308034,0.0524723310748576,ELW,5103.0,88418,ELTHAM
Elton and Orston,NG19 9LH,52.9521360042829,-0.855512437952713,ELO,6238.0,44514,ELTON
Ely,CB7 4BS,52.3912277010784,0.266827583237292,ELY,7068.0,46273,ELYY
Emerson Park,RM11 2JP,51.5686403621106,0.220113229215512,EMP,7473.0,50391,EMRSPKH
Emsworth,PO10 7PN,50.8516141341351,-0.938429764103964,EMS,5257.0,86343,EMSWTH
Energlyn and Churchill Park,CF83 2QR,51.5832164323409,-3.22879606589368,ECP,375.0,78370,ERGNCHP
Enfield Chase,EN2 7AA,51.6532525338014,-0.0906963712828411,ENC,6010.0,53301,ENFC
Enfield Lock,EN3 6HA,51.6709204354558,-0.0285324658222715,ENL,6815.0,51913,ENFLDLK
Enfield Town,EN1 1YX,51.6520239893496,-0.0793276428368423,ENF,6959.0,51946,ENFLDTN
Entwistle,BL7 0NG,53.6559786935683,-2.41454505509583,ENT,2747.0,29175,ENTWISL
Epsom,KT19 8EW,51.3343914612577,-0.268777680483958,EPS,5360.0,87681,EPSM
Epsom Downs,KT17 4JX,51.3236861855796,-0.2389548499911,EPD,5361.0,87692,EPSDNS
Erdington,B23 6UB,52.5282854859969,-1.83950909009634,ERD,1041.0,65606,ERDNGTN
Eridge,TN3 9LE,51.0889635853662,0.201431713057724,ERI,5459.0,87764,ERIDGE
Erith,DA8 1TY,51.481668933412,0.175054448859463,ERH,5104.0,88604,ERITH
Esher,KT10 8DY,51.3798899750361,-0.353337838372063,ESH,5558.0,86002,ESHER
Eskbank,EH22 3NX,55.8818057426337,-3.08307353739981,EKB,3776.0,04709,ESKBANK
Essex Road,N1 2SU,51.5407037990573,-0.0962760595924929,EXR,6004.0,54295,ESSEXRD
Etchingham,TN19 7PA,51.0105437070136,0.442356266553348,ETC,5217.0,89394,ETCHNGM
Euston,NW1 2RT,51.5281347606828,-0.133923635983917,EUS,1444.0,72410,EUSTON
Euxton Balshaw Lane,PR7 6DX,53.6604819715387,-2.67202385840804,EBA,2080.0,30163,EUXT
Evesham,WR11 4EQ,52.0983985539654,-1.94731370609441,EVE,4740.0,67351,EVESHAM
Ewell East,KT17 1QR,51.3452982319215,-0.241529638967969,EWE,5415.0,87679,EWELLE
Ewell West,KT17 1TU,51.3500435722978,-0.256986619886036,EWW,5586.0,87304,EWELW
Exeter Central,EX4 3SB,50.726488241429,-3.53327709081269,EXC,5755.0,83431,EXETERC
Exeter St David's,EX4 4NT,50.729278976491,-3.54328686333265,EXD,3410.0,83421,EXETRSD
Exeter St Thomas,EX4 1AJ,50.7171518711947,-3.53883698274128,EXT,3414.0,83517,EXETRST
Exhibition Centre (Glasgow),G3 8LD,55.8615560763509,-4.28358973053668,EXG,9914.0,07275,EXHIBTC
Exmouth,EX8 1BZ,50.6216387262065,-3.41497227480739,EXM,5756.0,83475,EXMOUTH
Exton,EX3 0PR,50.6683075102992,-3.44409684947275,EXN,5760.0,83472,EXTON
Eynsford,DA4 0HP,51.3627183040984,0.204393120925889,EYN,5065.0,89345,EYNSFD
Fairbourne,LL38 2AQ,52.6960464630273,-4.04941426648684,FRB,4416.0,64413,FRBN
Fairfield,M43 6TT,53.471295546374,-2.14577519882972,FRF,2780.0,32056,FRFD
Fairlie,KA29 0DJ,55.7519484298977,-4.85326868616408,FRL,9452.0,08216,FAIRLIE
Fairwater,CF5 3QE,51.4939101690858,-3.23383998994953,FRW,3873.0,78507,FRWATER
Falconwood,SE9 2RN,51.4591526356848,0.0793044770026859,FCN,5137.0,88420,FALCNWD
Falkirk Grahamston,FK2 7EZ,56.0026177290346,-3.78504688532692,FKG,9930.0,05041,FALKRKG
Falkirk High,FK1 5QX,55.9918195759738,-3.79224489222847,FKK,9931.0,05109,FALKRKH
Falls Of Cruachan,PA33 1AN,56.393889401057,-5.11247911920548,FOC,8726.0,06050,FLSCRHN
Falmer,BN1 9PU,50.8621274713423,-0.0873855066246158,FMR,5337.0,88181,FAMR
Falmouth Docks,TR11 4LT,50.1507142799667,-5.05602948101336,FAL,3508.0,85521,FALMTHD
Falmouth Town,TR11 4AZ,50.1483473407862,-5.06493628645553,FMT,3591.0,85515,FALMTHT
Fareham,PO16 0UT,50.8530338308312,-1.19203724188042,FRM,5900.0,86241,FAREHAM
Farnborough (Main),GU14 7NL,51.296604884603,-0.755725724931643,FNB,5521.0,86042,FRBRMN
Farnborough North,GU14 8AQ,51.3020444491095,-0.743026929007782,FNN,5688.0,87010,FRBRNTH
Farncombe,GU7 3NF,51.1971531239671,-0.604548878459314,FNC,5643.0,87055,FRNCMB
Farnham,GU9 8AD,51.2119042298562,-0.792427196436538,FNH,5545.0,87026,FARNHAM
Farningham Road,DA4 9JB,51.4016634815392,0.235452055986937,FNR,5105.0,88480,FRNNGRD
Farnworth,BL4 7QZ,53.5500060922431,-2.38784997242115,FNW,2811.0,31569,FRNW
Farringdon,EC1M 6BY,51.5201655608346,-0.105204669877814,ZFD,577.0,63633,FRNDNLT
Fauldhouse,EH47 9DJ,55.8224777300448,-3.71931936502271,FLD,9245.0,04086,FAULDHS
Faversham,ME13 8EB,51.3117105445912,0.891044848807162,FAV,5167.0,89501,FAVRSHM
Faygate,RH12 4SJ,51.095889351236,-0.263018670595782,FGT,5493.0,87935,FAYGATE
Fazakerley,L9 9EW,53.4690878780859,-2.93672370069026,FAZ,2126.0,36052,FAZKRLY
Fearn,IV20 1RS,57.7781470089061,-3.99393654949616,FRN,8637.0,01047,FEARN
Featherstone,WF7 7HJ,53.6790669195959,-1.35844424440448,FEA,8544.0,18031,FTHRSTN
Felixstowe,IP11 9UD,51.9670684291527,1.35043499148186,FLX,7214.0,49137,FLXSTOW
Feltham,TW13 4BY,51.4478973442697,-0.409838240699482,FEL,5559.0,87121,FELTHAM
Fenchurch Street,EC3M 4AJ,51.5116442596509,-0.0788967690632564,FST,7490.0,52711,FENCHRS
Feniton,EX14 3BT,50.7866805768598,-3.28541829669429,FNT,5808.0,83458,FENITON
Fenny Stratford,MK1 1BP,52.0000683454646,-0.715997362186537,FEN,1377.0,62057,FSTR
Fernhill,CF45 3DP,51.6864988102667,-3.39588328122109,FER,3862.0,78129,FERNHIL
Ferriby,HU14 3DJ,53.7171537976793,-0.507830473428837,FRY,8061.0,19199,FERRIBY
Ferryside,SA17 5TD,51.7683725332786,-4.36945917743674,FYS,4074.0,80407,FYSD
Ffairfach,SA19 6UL,51.8724792728464,-3.9928602757854,FFA,4066.0,79073,FFAIRFC
Filey,YO14 9PE,54.2098572113142,-0.293849397915568,FIL,8062.0,19002,FILEY
Filton Abbey Wood,BS34 7JW,51.5049414768014,-2.56243092363725,FIT,3235.0,81305,FILTNEW
Finchley Road and Frognal,NW3 6EP,51.5502644624917,-0.183140600658463,FNY,1445.0,72417,FNCHLYR
Finsbury Park,N4 2DH,51.5643002449157,-0.106284978884699,FPK,6119.0,54238,FNPK
Finstock,OX7 3AW,51.852782857678,-1.4693431033147,FIN,3012.0,74453,FINSTCK
Fishbourne (Sussex),PO19 3QH,50.839050994238,-0.815084252072113,FSB,5261.0,86383,FSHBORN
Fishersgate,BN4 1PL,50.8342331969519,-0.219423238635621,FSG,5284.0,87987,FSHRSGT
Fishguard and Goodwick,SA64 0DG,52.0041205147366,-4.99483911549407,FGW,6680.0,80013,FGDHGWK
Fishguard Harbour,SA64 0BU,52.0115490590944,-4.98564336378428,FGH,4076.0,80011,FGDHBR
Fiskerton,NG25 0TR,53.060273739149,-0.912187610219373,FSK,6351.0,55507,FISKRTN
Fitzwilliam,WF9 5DA,53.6325012276325,-1.37427316573517,FZW,8583.0,18071,FITZWLM
Five Ways,B15 1SF,52.471096381369,-1.91295451976274,FWY,4503.0,66500,FIVEWYS
Fleet,GU51 3QY,51.290634463196,-0.830805697283605,FLE,5522.0,86045,FLEET
Flimby,CA15 8QN,54.6896909968798,-3.5207407041013,FLM,2026.0,10026,FLIMBY
Flint,CH6 5PG,53.249527518706,-3.13299365746619,FLN,2513.0,40125,FLINT
Flitwick,MK45 1AJ,52.0036411879386,-0.495257873996204,FLT,1532.0,62201,FLITWCK
Flixton,M41 6JL,53.443809978016,-2.38424675876937,FLI,2935.0,33096,FLIXTON
Flowery Field,SK14 4BZ,53.4618562073799,-2.08105317397333,FLF,2786.0,32222,FLWRYFD
Folkestone Central,CT19 5HB,51.0828838914415,1.16948226479176,FKC,5035.0,89727,FLKSTNC
Folkestone West,CT20 3PA,51.084582896074,1.15390330754187,FKW,5027.0,89731,FLKSTNW
Ford,BN18 0BH,50.8293930308604,-0.578410029818067,FOD,5258.0,86461,FORD
Forest Gate,E7 0NF,51.5494301979489,0.0243528171904902,FOG,6876.0,50435,FRSTGT
Forest Hill,SE23 3HB,51.4392784872536,-0.0531571058976325,FOH,5362.0,87627,FORESTH
Formby,L37 2JF,53.5534804308434,-3.07090821445518,FBY,2354.0,36064,FORMBY
Forres,IV36 3AD,57.6098000095499,-3.62595038813861,FOR,8638.0,01127,FORRES
Forsinard,KW13 6YT,58.3569037821129,-3.89688108603807,FRS,8639.0,01012,FORSNRD
Fort Matilda,PA16 7TS,55.9590370104671,-4.79526871008857,FTM,9675.0,07012,FRTMTLD
Fort William,PH33 6TQ,56.8204504611118,-5.10614472047831,FTW,8827.0,06025,FRTWLM
Four Oaks,B74 2TD,52.5797812436274,-1.82803190041241,FOK,1042.0,65601,FOUROKS
Foxfield,LA20 6BX,54.2586714739313,-3.216062079698,FOX,2046.0,11221,FOXFILD
Foxton,CB22 6SE,52.1192118267723,0.0563080918097999,FXN,7029.0,47242,FOXTON
Frant,TN3 9BJ,51.1040264976395,0.294543047861973,FRT,5218.0,89389,FRANT
Fratton,PO1 5AW,50.7963389126627,-1.07398277385311,FTN,5509.0,86321,FRATTON
Freshfield,L37 7DD,53.5660564604323,-3.07182995042112,FRE,2355.0,36063,FRSHFLD
Freshford,BA2 7WQ,51.3420317090826,-2.30100872969826,FFD,3344.0,82071,FRESHFD
Frimley,GU16 7QH,51.3118614892824,-0.746991364293745,FML,5683.0,87097,FRIMLEY
Frinton-on-Sea,CO13 9JT,51.8376787265319,1.24317054105804,FRI,6854.0,50014,FRINTON
Frizinghall,BD9 4LD,53.820371215731,-1.76900125757173,FZH,8556.0,17021,FRZNGHL
Frodsham,WA6 7DN,53.2958177869804,-2.72356723663145,FRD,2284.0,35703,FRDSHM
Frome,BA11 1RE,51.2272725800456,-2.30999705913937,FRO,5707.0,82204,FROME
Fulwell,TW2 5NY,51.4339339825483,-0.349467607470903,FLW,5587.0,87160,FULWELL
Furness Vale,SK12 7QA,53.3487533587757,-1.98884482439185,FNV,2952.0,32545,FURNESV
Furze Platt,SL6 7NY,51.5330197603371,-0.728472828364334,FZP,3144.0,74012,FURZEP
Gainsborough Central,DN21 1XR,53.3995839522027,-0.769694112366499,GNB,6465.0,26008,GBROC
Gainsborough Lea Road,DN21 1AH,53.3860887154294,-0.768579598023266,GBL,6424.0,26104,GBGHLRD
Galashiels,TD1 1BP,55.6183541299903,-2.80690093870811,GAL,9329.0,04715,GALASLS
Garelochhead,G84 0EG,56.0798700489652,-4.82571771685403,GCH,9971.0,06105,GRLCHHD
Garforth,LS25 1PY,53.796578277864,-1.38230970941118,GRF,8474.0,16604,GARFRTH
Gargrave,BD23 3NE,53.9784181355008,-2.10517064216562,GGV,2654.0,09529,GRGRAVE
